TimeStep Temps_Avancement Temps_Affichage Temps_Simulation
417 1.97e-05 0.157074 0.158628
418 9.7e-06 0.0355949 0.194299
419 1.71e-05 0.039019 0.233399
420 2.5e-05 0.0305524 0.264046
421 1.86e-05 0.0280987 0.292225
422 2.46e-05 0.0278515 0.320164
423 3.77e-05 0.0266955 0.34697
424 4.54e-05 0.0304662 0.377537
425 3.49e-05 0.0323622 0.409987
426 5e-05 0.0276415 0.437743
427 8.37e-05 0.0288676 0.466764
428 9.67e-05 0.0287393 0.495672
429 6.28e-05 0.0279677 0.523796
430 6.74e-05 0.0254631 0.549381
431 0.0002318 0.0280223 0.577729
432 8.23e-05 0.0264156 0.604281
433 9.17e-05 0.0252703 0.629695
434 0.0001555 0.0265035 0.656405
435 0.000143 0.0241519 0.680752
436 0.0001133 0.0271956 0.708115
437 0.0001505 0.0246475 0.732967
438 0.0002079 0.0261371 0.759377
439 0.000134999 0.0245818 0.784148
440 0.000604399 0.0260038 0.810828
441 0.0002495 0.0265579 0.837697
442 0.000290699 0.0392412 0.877301
443 0.0002006 0.0254548 0.903029
444 0.000215399 0.0258989 0.929201
445 0.0002404 0.0263598 0.955863
446 0.0001981 0.0239548 0.980069
447 0.0002146 0.0260863 1.00643
448 0.000258299 0.0352906 1.04213
449 0.000243799 0.0307897 1.07322
450 0.000299599 0.0258282 1.0994
451 0.000436799 0.0280513 1.12797
452 0.000302699 0.0260257 1.15436
453 0.000364499 0.0245862 1.17936
454 0.0003821 0.025624 1.20542
455 0.0003573 0.0244002 1.23023
456 0.0003603 0.026032 1.25668
457 0.000395899 0.0240228 1.28115
458 0.0006431 0.0258704 1.30773
459 0.0004577 0.0251588 1.33339
460 0.000625299 0.0263045 1.36043
461 0.0005213 0.0245075 1.38551
462 0.00138 0.0266934 1.41365
463 0.0005327 0.0257232 1.43996
464 0.000556799 0.027894 1.46847
465 0.0007128 0.0249509 1.49421
466 0.0005445 0.0257247 1.52053
467 0.0006029 0.0247167 1.5459
468 0.0006526 0.0255555 1.57215
469 0.0006047 0.0237792 1.5966
470 0.000649699 0.0279265 1.62522
