TimeStep Temps_Avancement Temps_Affichage Temps_Simulation
0 0.000141626 0.0248719 0.0254258
1 8.1313e-05 0.00605937 0.131971
2 9.7424e-05 0.00605897 0.238533
3 0.000130426 0.00601086 0.345045
4 0.000104607 0.00556271 0.451101
5 0.000123772 0.00561724 0.557217
6 0.000109787 0.00544432 0.663238
7 0.000138981 0.00559162 0.769366
8 0.000124213 0.00547649 0.87535
9 0.000120196 0.00550626 0.981356
10 0.000129964 0.00570548 1.08756
11 0.000175571 0.005518 1.19365
12 0.000134573 0.00560598 1.29977
13 0.00013841 0.0055828 1.40593
14 0.000119454 0.0053494 1.51175
15 0.000134563 0.00579948 1.6181
16 0.000152818 0.00542638 1.72407
17 0.000154571 0.00532053 1.82989
18 0.000181832 0.00540351 1.93589
19 0.000150633 0.00558296 2.04203
20 0.000263806 0.0089584 2.15164
21 0.000162686 0.00597268 2.25822
22 0.000140844 0.00594028 2.36469
23 0.000140113 0.00568772 2.4709
24 0.000141486 0.00550161 2.57695
25 0.000142308 0.00543533 2.68293
26 0.000144221 0.00543208 2.78891
27 0.000142327 0.00554709 2.89499
28 0.000151204 0.00551359 3.00104
29 0.000205437 0.00550518 3.10716
30 0.000158628 0.0058369 3.21356
31 0.000213672 0.00919223 3.32495
32 0.00015427 0.00559353 3.43114
33 0.000165221 0.00550805 3.5372
34 0.00015941 0.00551882 3.64327
35 0.000152767 0.00557335 3.7494
36 0.000159199 0.00548631 3.85543
37 0.000164108 0.00554592 3.96155
38 0.000174719 0.00729055 4.06946
39 0.00015977 0.00564612 4.17567
40 0.000189486 0.0062102 4.28242
41 0.000181512 0.00593002 4.38892
42 0.000164209 0.00561476 4.49509
43 0.000918558 0.00686352 4.60322
44 0.000170902 0.00551041 4.7093
45 0.00015944 0.00570514 4.81559
46 0.000224212 0.00593178 4.92208
47 0.000176442 0.00550164 5.02816
48 0.000172304 0.00552283 5.13426
49 0.000173716 0.00621496 5.24104
50 0.000267302 0.00661714 5.3484
51 0.000202871 0.00547668 5.45447
52 0.000169249 0.00560579 5.56064
53 0.000168878 0.00559633 5.6668
54 0.000242436 0.00652495 5.77402
55 0.000215675 0.0060283 5.88072
56 0.000182965 0.00553829 5.98686
57 0.00019134 0.00544353 6.09289
58 0.000179237 0.00776392 6.20123
59 0.00018063 0.00568768 6.3075
60 0.000182764 0.00548699 6.41357
61 0.000190478 0.00558284 6.51974
62 0.000185138 0.00555699 6.62588
63 0.00018636 0.00550838 6.73198
64 0.000205997 0.00545146 6.83802
65 0.000202191 0.0056853 6.94432
66 0.000194626 0.00551141 7.05047
67 0.000191971 0.00558726 7.15664
68 0.000190068 0.00552153 7.26274
69 0.000193003 0.00532017 7.36865
70 0.000204464 0.00552045 7.47477
71 0.000202992 0.00557375 7.58094
72 0.000197261 0.00553853 7.68707
73 0.000208953 0.00557936 7.79324
74 0.000201349 0.005463 7.89931
75 0.000214734 0.00548678 8.0054
76 0.000207831 0.00548064 8.11147
77 0.000226786 0.00555333 8.21763
78 0.000216226 0.00546233 8.3237
79 0.000203913 0.00554257 8.42986
80 0.000219453 0.00550256 8.53598
81 0.000214975 0.00557726 8.64216
82 0.000207079 0.00549252 8.74826
83 0.000221236 0.00552109 8.85438
84 0.000215345 0.00705448 8.96206
85 0.000251483 0.00550128 9.0682
86 0.000224743 0.00562558 9.17442
87 0.000211598 0.00564971 9.28067
88 0.000221026 0.0055604 9.38683
89 0.000214964 0.00566245 9.49314
90 0.00025523 0.00579838 9.59958
91 0.000240993 0.00594069 9.70616
92 0.00023368 0.00565628 9.81244
93 0.000362933 0.00912508 9.92233
94 0.000234882 0.00559371 10.0285
95 0.000258627 0.00542843 10.1346
96 0.000246944 0.00527906 10.2405
97 0.000245231 0.00570735 10.3468
98 0.000241504 0.00550227 10.453
99 0.000244059 0.00551425 10.5591
100 0.000252345 0.00549543 10.6652
101 0.000248909 0.00552581 10.7714
102 0.000247506 0.00593366 10.878
103 0.000269917 0.00790511 10.9865
104 0.000240271 0.00825394 11.0956
105 0.000254288 0.00558642 11.2018
106 0.000254569 0.0055355 11.308
107 0.000273775 0.00799972 11.4167
108 0.000306847 0.00708758 11.5244
109 0.000243728 0.00552096 11.6306
110 0.000243859 0.00549702 11.7367
111 0.000261953 0.0055259 11.8429
112 0.000323709 0.00670868 11.9504
113 0.000256973 0.00591715 12.057
114 0.000266692 0.00551884 12.1632
115 0.000263105 0.00561713 12.2695
116 0.000310554 0.00718616 12.3773
117 0.00025542 0.00579942 12.4837
118 0.000353695 0.00660339 12.5912
119 0.000269186 0.00537887 12.6973
120 0.000263034 0.00568083 12.8037
121 0.000273484 0.00560613 12.9099
122 0.000455116 0.00714017 13.0179
123 0.000346361 0.00742067 13.1261
124 0.000378682 0.00643008 13.2333
125 0.00025508 0.00749894 13.3415
126 0.000274416 0.00558788 13.4477
127 0.000265589 0.00551061 13.5539
128 0.000317167 0.00561028 13.6602
129 0.000340982 0.00768561 13.7689
130 0.000392729 0.0065201 13.8762
131 0.000293812 0.00605126 13.983
132 0.000308701 0.00543928 14.089
133 0.000319921 0.00544269 14.1952
134 0.000278103 0.00555693 14.3014
135 0.00029218 0.00548333 14.4076
136 0.00047848 0.0068843 14.5153
137 0.000394983 0.00796905 14.6241
138 0.000310494 0.00577095 14.7306
139 0.000283213 0.00570324 14.8369
140 0.000364816 0.0063013 14.944
141 0.000303772 0.00573025 15.0506
142 0.000286088 0.00560101 15.1568
143 0.000424719 0.00749892 15.2652
144 0.000301517 0.00582848 15.3717
145 0.000435649 0.007647 15.4808
146 0.00041476 0.00634234 15.5879
147 0.000371258 0.0064267 15.695
148 0.000306566 0.00545954 15.8012
149 0.000289084 0.00563398 15.9075
150 0.000285376 0.00557146 16.0138
151 0.0003778 0.00612848 16.1207
152 0.000557338 0.00626824 16.2279
153 0.000394081 0.00672063 16.3354
154 0.000294644 0.00581315 16.4419
155 0.00036692 0.00579459 16.5485
156 0.000293191 0.00749511 16.6567
157 0.000279586 0.00558358 16.763
158 0.000324831 0.00553321 16.8692
159 0.000265158 0.00768905 16.9775
160 0.000364225 0.00720118 17.0863
161 0.000283894 0.00786678 17.1948
162 0.000403208 0.00660543 17.3022
163 0.000348234 0.00738891 17.4104
164 0.000289013 0.00779011 17.5189
165 0.000299564 0.0056526 17.6253
166 0.000293612 0.00561316 17.7316
167 0.000284295 0.00577222 17.838
168 0.000408628 0.00702459 17.9458
169 0.000286619 0.00542465 18.0519
170 0.000294424 0.00787786 18.1604
171 0.000290376 0.00543305 18.2665
172 0.000288773 0.00570169 18.3729
173 0.000302308 0.00548991 18.4791
174 0.000294284 0.00552921 18.5853
175 0.000297339 0.00559333 18.6916
176 0.000285206 0.00615328 18.7984
177 0.000531269 0.00609009 18.9054
178 0.000401746 0.00674932 19.0129
179 0.000369044 0.00804659 19.1217
180 0.000352713 0.00621518 19.2286
181 0.00028228 0.00556981 19.3349
182 0.000291679 0.00563982 19.4412
183 0.000283864 0.00551915 19.5474
184 0.000286289 0.00560912 19.6537
185 0.000289986 0.00546105 19.7599
186 0.000418667 0.00580438 19.8664
187 0.000370336 0.00830476 19.9755
188 0.000364946 0.00655934 20.0828
189 0.000438134 0.00553212 20.1891
190 0.00029765 0.00544564 20.2952
191 0.000294754 0.0056583 20.4016
192 0.000263876 0.00541985 20.5076
193 0.00030346 0.00648738 20.6147
194 0.000295446 0.00557365 20.721
195 0.000352022 0.00545302 20.8272
196 0.000300775 0.00777083 20.9357
197 0.000293722 0.00736501 21.0438
198 0.000304733 0.00591518 21.1504
199 0.000305564 0.00565708 21.2568
200 0.000313529 0.00544529 21.3629
201 0.000339098 0.00751269 21.4712
202 0.000305685 0.00572888 21.5777
203 0.0003724 0.00772515 21.6862
204 0.000294022 0.0055227 21.7924
205 0.000295316 0.00566599 21.8987
206 0.000283663 0.00560946 22.005
207 0.0002977 0.00565877 22.1114
208 0.000363784 0.00567797 22.2178
209 0.0003135 0.0056816 22.3242
210 0.000294373 0.00548634 22.4303
211 0.000289584 0.00570287 22.5367
212 0.000316565 0.00562445 22.6431
213 0.000319671 0.00547895 22.7492
214 0.000300645 0.00561422 22.8556
215 0.000292981 0.00562883 22.9619
216 0.000343095 0.00550054 23.0681
217 0.000294564 0.0056503 23.1744
218 0.000293852 0.00553668 23.2807
219 0.000369956 0.00725095 23.3887
220 0.000299934 0.00573028 23.4951
221 0.000307719 0.00557103 23.6013
222 0.000306166 0.00553538 23.7076
223 0.000333427 0.00717854 23.8161
224 0.00032928 0.00818212 23.9251
225 0.000510791 0.00647469 24.0325
226 0.000315033 0.00563781 24.1388
227 0.000293442 0.00552273 24.245
228 0.000294033 0.00791736 24.3537
229 0.000380806 0.00694877 24.4614
230 0.000303621 0.00574558 24.5678
231 0.000301757 0.00557262 24.6741
232 0.00032974 0.00558824 24.7804
233 0.000386457 0.0068931 24.8881
234 0.00031951 0.00811955 24.997
235 0.000336814 0.00566493 25.1034
236 0.00029201 0.00566153 25.2097
237 0.000409009 0.00671532 25.3172
238 0.000377821 0.00684125 25.4249
239 0.000311646 0.00563543 25.5315
240 0.000301206 0.0055823 25.6378
241 0.000399441 0.00788224 25.7464
242 0.000418186 0.00542713 25.8527
243 0.000298031 0.00552521 25.9589
244 0.000304132 0.00546286 26.0651
245 0.000402156 0.00724218 26.1731
246 0.000313209 0.00561352 26.2794
247 0.000314542 0.00550849 26.3856
248 0.000293372 0.00623345 26.4926
249 0.000331944 0.00668686 26.6
250 0.000325442 0.00567732 26.7064
251 0.000298772 0.00566106 26.8128
252 0.000298461 0.00547404 26.9189
253 0.00038312 0.00823226 27.0279
254 0.00043087 0.00856346 27.1373
255 0.000285877 0.00558787 27.2437
256 0.000293692 0.00554858 27.3499
257 0.000333697 0.00561747 27.4563
258 0.000287841 0.00555947 27.5625
259 0.000323459 0.0056156 27.6689
260 0.000322927 0.00559739 27.7752
261 0.000389021 0.0077727 27.8837
262 0.000295406 0.00687747 27.9913
263 0.000294293 0.0055573 28.0976
264 0.000294634 0.00559324 28.2038
265 0.000347855 0.0085007 28.3131
266 0.000376969 0.0075053 28.4214
267 0.00029774 0.00565447 28.5277
268 0.000437012 0.00710562 28.6356
269 0.00035613 0.00588226 28.7423
270 0.00041996 0.00590316 28.849
271 0.000326334 0.00725999 28.9569
272 0.000304894 0.00559848 29.0632
273 0.000293391 0.00556748 29.1695
274 0.00039353 0.00598558 29.2763
275 0.000369535 0.00657921 29.3836
276 0.000320433 0.00564277 29.49
277 0.00035063 0.00570545 29.5964
278 0.000300936 0.00654924 29.7037
279 0.000306837 0.00541189 29.8098
280 0.000304924 0.00556115 29.9161
281 0.000316515 0.00579178 30.0226
282 0.000406665 0.00592045 30.1293
283 0.000299773 0.00567546 30.2357
284 0.000292279 0.00550645 30.3419
285 0.000307148 0.00564985 30.4482
286 0.000298952 0.00548209 30.5548
287 0.000293772 0.00542696 30.6609
288 0.00031911 0.005483 30.7671
289 0.000327887 0.00537889 30.8732
290 0.000294133 0.00546098 30.9794
291 0.000298882 0.00554008 31.0856
292 0.000306446 0.00558099 31.1919
293 0.000306687 0.00556017 31.2982
294 0.000364325 0.0090661 31.408
295 0.000455567 0.00980377 31.5187
296 0.000305104 0.0065776 31.626
297 0.000539224 0.00809787 31.735
298 0.000310625 0.00581071 31.8415
299 0.000291909 0.00561591 31.9478
300 0.000282932 0.00549387 32.054
301 0.000294273 0.00561587 32.1603
302 0.000289174 0.00558658 32.2666
303 0.000281199 0.00559325 32.3728
304 0.000304513 0.0054795 32.479
305 0.000279736 0.005542 32.5852
306 0.000264287 0.00706961 32.6929
307 0.000312618 0.00780272 32.8014
308 0.000325171 0.00833287 32.9105
309 0.000403438 0.0101077 33.0214
310 0.000273223 0.00550624 33.1276
311 0.000289975 0.0056516 33.2339
312 0.000278884 0.00737416 33.342
313 0.000346681 0.00679828 33.4496
314 0.000267714 0.0055556 33.5558
315 0.000285176 0.00544414 33.6619
316 0.0003299 0.00662334 33.7692
317 0.000266952 0.00552845 33.8754
318 0.00039335 0.00555664 33.9818
319 0.000344227 0.00898902 34.0915
320 0.000258146 0.00553947 34.1977
321 0.000273494 0.00558986 34.304
322 0.000353324 0.00639317 34.4111
323 0.000273364 0.00555486 34.5174
324 0.000254548 0.00551313 34.6236
325 0.000263536 0.0055239 34.7298
326 0.00042015 0.00645747 34.8373
327 0.000256813 0.00562796 34.9436
328 0.000264748 0.00564593 35.0499
329 0.000246614 0.00751069 35.158
330 0.000249358 0.00742584 35.2661
331 0.000264508 0.0055791 35.3723
332 0.00023422 0.00565713 35.4786
333 0.000286689 0.00757811 35.5869
334 0.000260891 0.0056378 35.6932
335 0.000237316 0.00553546 35.7994
336 0.000248697 0.00565127 35.9057
337 0.000212199 0.00541882 36.0116
338 0.000253878 0.00554435 36.1178
339 0.000232558 0.00559591 36.2241
340 0.000257995 0.00528407 36.33
341 0.000243047 0.00562862 36.4363
342 0.000236735 0.00549392 36.5424
343 0.000239731 0.00546813 36.6485
344 0.000241684 0.00552617 36.7546
345 0.0002555 0.00557791 36.8608
346 0.000359265 0.00538812 36.9669
347 0.000265018 0.00566102 37.0733
348 0.000249609 0.00561759 37.1795
349 0.000238689 0.00555285 37.2857
350 0.000216136 0.00586683 37.3922
