TimeStep Temps_Avancement Temps_Affichage Temps_Simulation
1 0.0002014 0.120624 0.173061
2 0.0001174 0.0239784 0.247435
3 7.31e-05 0.0204349 0.318147
4 0.0001046 0.0216697 0.39024
5 0.0002247 0.0180927 0.458754
6 0.0001531 0.0249885 0.53408
7 0.0001696 0.0191969 0.603808
8 0.0001604 0.0163667 0.670531
9 0.0001977 0.0222011 0.743346
10 0.000677 0.0214665 0.815861
11 0.0001491 0.0227235 0.888932
12 0.000114 0.0156965 0.954866
13 0.0001731 0.0182831 1.02364
14 0.0001936 0.021633 1.09576
15 0.0001999 0.0195003 1.1657
16 0.0002121 0.0189573 1.23506
17 0.0002117 0.018525 1.30418
18 0.0002051 0.0176318 1.37224
19 0.0002015 0.0215679 1.4442
20 0.000188 0.0186116 1.51338
21 0.0001985 0.0182419 1.582
22 0.0001411 0.0174726 1.64998
23 0.0002218 0.0189991 1.71946
24 0.00014 0.0187871 1.78854
25 0.0001529 0.0242886 1.86323
26 0.0001974 0.0214566 1.93502
27 0.0001873 0.0221974 2.00766
28 0.0002902 0.0218597 2.08018
29 0.0002036 0.0164422 2.14718
30 0.0001887 0.016452 2.21398
31 0.0001858 0.0171748 2.28155
32 0.0001862 0.0280722 2.36008
33 0.0002022 0.0219793 2.43258
34 0.0001336 0.0148143 2.49779
35 0.0003013 0.0186064 2.56702
36 0.0004543 0.0369527 2.65475
37 0.000393 0.0319155 2.73736
38 0.0001863 0.0172835 2.80505
39 0.0002951 0.0203296 2.87628
40 0.0010517 0.040887 2.96873
41 0.0001937 0.0385459 3.05773
42 0.0003079 0.0236681 3.13191
43 0.0002535 0.0225073 3.20485
44 0.0002569 0.0196318 3.27493
45 0.0002425 0.0226596 3.34816
46 0.00042 0.0383281 3.43723
47 0.0003129 0.0253735 3.51309
48 0.0002528 0.0742325 3.66375
49 0.0002346 0.0432091 3.75741
50 0.0004365 0.0589223 3.86701
51 0.0001885 0.0432806 3.96107
52 0.000397 0.0320497 4.04425
53 0.0009421 0.0571008 4.15282
54 0.0001979 0.0394031 4.24263
55 0.0003803 0.0633263 4.35655
56 0.0002743 0.0432748 4.45027
57 0.0002241 0.0226527 4.52341
58 0.0001731 0.0222818 4.59618
59 0.0001571 0.0160087 4.66266
60 0.0002842 0.0186461 4.73186
61 0.0002572 0.0212989 4.80363
62 0.0003395 0.0257125 4.87995
63 0.0002393 0.0224481 4.95284
64 0.0002472 0.0217367 5.02502
65 0.0002365 0.0218266 5.09738
66 0.0002222 0.0194749 5.16728
67 0.0002259 0.0205934 5.23844
68 0.0002256 0.0215275 5.31054
69 0.0002813 0.0164644 5.37763
70 0.0002295 0.0169374 5.44495
71 0.0001808 0.0208169 5.51618
72 0.0001949 0.0281808 5.59474
73 0.000245 0.0215641 5.66675
74 0.0002074 0.0160731 5.73319
75 0.0002166 0.0171592 5.8009
76 0.0003047 0.0163719 5.8679
77 0.0002762 0.0202846 5.93862
78 0.0002837 0.0199031 6.00901
79 0.0002566 0.0175632 6.07714
80 0.0007234 0.0377962 6.16606
81 0.000346 0.030535 6.24733
82 0.0002348 0.0156093 6.31352
83 0.0002438 0.0144605 6.3786
84 0.0004306 0.0288403 6.45814
85 0.0007802 0.0302446 6.53955
86 0.0003158 0.0190646 6.60913
87 0.0002713 0.027696 6.68735
88 0.0004423 0.0198408 6.75794
89 0.0004471 0.0142425 6.82299
90 0.0006304 0.0298492 6.90373
91 0.0007462 0.0326338 6.98733
92 0.000493 0.0325886 7.07079
93 0.0007871 0.0260676 7.14793
94 0.0002992 0.0141682 7.21275
95 0.0002722 0.015352 7.27872
96 0.0003145 0.0168903 7.34619
