TimeStep Temps_Update Temps_Display Temps_Total
732 0.00264088 0.00543451 78.4332
733 0.0028146 0.00538715 78.5388
734 0.00271686 0.00585969 78.6449
735 0.0032535 0.00551257 78.7507
736 0.00293774 0.00540373 78.8563
737 0.00295755 0.005824 78.9624
738 0.00330249 0.0053706 79.068
739 0.00265346 0.0057206 79.1739
740 0.00326 0.00561185 79.2798
741 0.003163 0.00538994 79.3854
742 0.00306147 0.00540129 79.491
743 0.00303341 0.00543193 79.5967
744 0.00313379 0.00586533 79.7028
745 0.00354908 0.00532949 79.8084
746 0.00326756 0.0052887 79.9139
747 0.00277978 0.00539568 80.0195
748 0.00282438 0.00532345 80.125
749 0.00309207 0.00534729 80.2306
750 0.00317907 0.00534364 80.3362
751 0.00329222 0.00532784 80.4418
752 0.00314072 0.00582124 80.5478
753 0.00339885 0.00579558 80.6539
754 0.00347361 0.00576596 80.7599
755 0.0033197 0.00582065 80.8659
756 0.00370775 0.00575313 80.9719
757 0.00368834 0.00575073 81.0779
758 0.00343893 0.00574093 81.1838
759 0.00378668 0.00580945 81.2899
760 0.00379986 0.00573938 81.3958
761 0.00379295 0.005796 81.5019
762 0.00395711 0.00575878 81.6078
763 0.00388826 0.00573054 81.7138
764 0.00366906 0.00557455 81.8196
765 0.00370464 0.00551243 81.9254
766 0.00374181 0.00534684 82.031
767 0.00352747 0.00538085 82.1366
768 0.00364514 0.00533611 82.2421
769 0.0035734 0.00541634 82.3478
770 0.00367565 0.00533938 82.4533
771 0.00362861 0.00540058 82.559
772 0.00371848 0.00533886 82.6645
773 0.00369178 0.00534708 82.7701
774 0.00369803 0.00535982 82.8757
775 0.00372467 0.00533717 82.9813
776 0.00377978 0.00542529 83.0869
777 0.00337197 0.00537907 83.1925
778 0.00355429 0.00532167 83.2981
779 0.00374636 0.00537008 83.4037
780 0.00385708 0.00537877 83.5093
781 0.00361291 0.00537532 83.6149
782 0.00388872 0.00535043 83.7205
783 0.00388764 0.00571764 83.8264
784 0.00430667 0.00529939 83.932
785 0.00388157 0.00528259 84.0375
786 0.0038928 0.00534034 84.1431
787 0.00397896 0.00535175 84.2486
788 0.00399195 0.00529824 84.3542
789 0.0039692 0.00537616 84.4598
790 0.00381279 0.00531822 84.5653
791 0.00407257 0.00578182 84.6714
792 0.00451149 0.00531958 84.7769
793 0.00398459 0.00580609 84.883
794 0.00458488 0.00553595 84.9888
795 0.0043201 0.00535031 85.0943
796 0.00388307 0.005347 85.1999
797 0.00417052 0.00535099 85.3055
798 0.00420066 0.00548006 85.4112
799 0.00434659 0.0052729 85.5168
800 0.00417242 0.00546641 85.6225
801 0.00438469 0.00543909 85.7281
802 0.00435182 0.00542813 85.8338
803 0.00435336 0.00547145 85.9395
804 0.00442636 0.00541011 86.0452
805 0.00437068 0.00549117 86.1509
806 0.00447979 0.00560393 86.2567
807 0.00460519 0.00554102 86.3625
808 0.00456506 0.00543079 86.4682
809 0.00446352 0.00551708 86.5739
810 0.00445255 0.00571963 86.6799
811 0.00477638 0.00534008 86.7854
812 0.00440837 0.00533802 86.891
813 0.00442702 0.00556371 86.9968
814 0.00468786 0.00546392 87.1025
815 0.00460106 0.00542852 87.2082
816 0.00457435 0.00558358 87.314
817 0.00442819 0.00545473 87.4197
818 0.00462439 0.00546591 87.5253
819 0.00466748 0.00540002 87.631
820 0.00457399 0.00556499 87.7368
821 0.00478203 0.00618961 87.8432
822 0.00542001 0.0053471 87.9488
823 0.00458778 0.0053582 88.0544
824 0.00460169 0.00534183 88.1599
825 0.00456022 0.00578435 88.2659
826 0.00504869 0.0054029 88.3716
827 0.00470341 0.00587166 88.4777
828 0.00518256 0.00580246 88.5837
829 0.00510676 0.00545185 88.6894
830 0.00476199 0.00560465 88.7952
831 0.00495019 0.00566958 88.9011
832 0.00500296 0.00561262 89.0069
833 0.00496669 0.0056237 89.1128
834 0.00459321 0.00559519 89.2186
835 0.00495097 0.00566243 89.3245
836 0.00505986 0.0055974 89.4303
837 0.00492224 0.0056368 89.5362
838 0.00504394 0.00562276 89.642
839 0.00503501 0.00572187 89.7479
840 0.0051582 0.00529623 89.8535
841 0.00472508 0.00512425 89.9588
842 0.00457386 0.0056442 90.0647
843 0.00509247 0.00558745 90.1705
844 0.00506092 0.00560893 90.2763
845 0.00493271 0.00549602 90.382
846 0.00498056 0.0051626 90.4874
847 0.00466095 0.00516883 90.5928
848 0.00465135 0.00501116 90.698
849 0.00451434 0.00510785 90.8033
850 0.00463092 0.00523278 90.9088
851 0.0047572 0.00520371 91.0142
852 0.00448713 0.0051883 91.1196
853 0.00474182 0.00513121 91.225
854 0.00470325 0.00509233 91.3303
855 0.00466032 0.00512719 91.4356
856 0.00473241 0.00528224 91.5412
857 0.0048704 0.00507917 91.6465
858 0.00465668 0.00511695 91.7518
859 0.00469651 0.0052491 91.8573
860 0.00485089 0.00514725 91.9626
861 0.0047727 0.00519834 92.0681
862 0.00483309 0.00518249 92.1735
863 0.00481896 0.00516793 92.2789
864 0.00481867 0.00512724 92.3842
865 0.00477671 0.0051562 92.4896
866 0.00480289 0.00526806 92.5951
867 0.00495161 0.00512328 92.7004
868 0.00480424 0.00514426 92.8058
869 0.00483921 0.00511419 92.9111
870 0.00481614 0.00531954 93.0167
871 0.00501414 0.00530842 93.1222
872 0.00501607 0.00532773 93.2277
873 0.005043 0.00527572 93.3332
874 0.00499996 0.00537175 93.4388
875 0.0050972 0.00526214 93.5443
876 0.00499985 0.00524087 93.6498
877 0.00498803 0.00560563 93.7556
878 0.00535803 0.00512639 93.861
879 0.004887 0.00511251 93.9663
880 0.00487847 0.00505136 94.0716
881 0.00482441 0.00505747 94.1768
882 0.00486228 0.0051673 94.2822
883 0.0049475 0.00518023 94.3876
884 0.0049796 0.00515646 94.493
885 0.0049082 0.00559109 94.5988
886 0.00537909 0.00562973 94.7047
887 0.00545393 0.00509513 94.81
888 0.00492111 0.00515634 94.9154
889 0.00495503 0.00518853 95.0208
890 0.00502238 0.0053853 95.1264
891 0.0052262 0.00549688 95.2321
892 0.00529656 0.00541593 95.3378
893 0.00524623 0.00520575 95.4432
894 0.00505842 0.00546762 95.5489
895 0.00532313 0.00542376 95.6546
896 0.00528398 0.00510415 95.7599
897 0.00496765 0.00536468 95.8655
898 0.00524048 0.00521471 95.9709
899 0.00509152 0.00519587 96.0764
900 0.00482042 0.00515183 96.1818
901 0.00503983 0.00532394 96.2873
902 0.00488254 0.00517288 96.3927
903 0.00507464 0.00500901 96.498
904 0.00489682 0.00521464 96.6034
905 0.00510433 0.00500138 96.7086
906 0.00439281 0.0052416 96.8141
907 0.00515627 0.00567522 96.92
908 0.00557724 0.0058654 97.0261
909 0.0057545 0.00539041 97.1317
910 0.00529331 0.00537647 97.2373
911 0.00531715 0.00545513 97.343
912 0.00537322 0.00542051 97.4487
913 0.00531423 0.00536559 97.5543
914 0.00530315 0.00557441 97.6601
915 0.00550622 0.00542231 97.7657
916 0.00533292 0.00535272 97.8713
917 0.00529396 0.00528665 97.9768
918 0.00522209 0.00532767 98.0824
919 0.00526195 0.00530402 98.1879
920 0.00523257 0.00538969 98.2936
921 0.00505883 0.00524839 98.399
922 0.00518756 0.00523571 98.5045
923 0.00487648 0.00517003 98.6099
924 0.00505813 0.00568137 98.7158
925 0.00562287 0.00533907 98.8214
926 0.0050166 0.00602803 98.9276
927 0.0058764 0.00595858 99.0338
928 0.00588936 0.00533464 99.1394
929 0.00527301 0.00581071 99.2454
930 0.00570249 0.00539943 99.351
931 0.00534083 0.00541366 99.4567
932 0.00534424 0.00530084 99.5622
933 0.00524112 0.00559298 99.668
934 0.0054976 0.00543997 99.7737
935 0.00536093 0.00523715 99.8791
936 0.00517098 0.00518722 99.9846
937 0.00511958 0.00561273 100.09
938 0.00553895 0.00555491 100.196
939 0.00549575 0.00552863 100.302
940 0.0054583 0.00554475 100.408
941 0.00548358 0.00551511 100.513
942 0.00543303 0.00506032 100.619
943 0.00499407 0.00509803 100.724
944 0.00503604 0.00504389 100.829
945 0.00500055 0.00507628 100.935
946 0.00501965 0.00541751 101.04
947 0.0053475 0.0051063 101.146
948 0.00504788 0.00506126 101.251
949 0.00499984 0.00506156 101.356
950 0.00472248 0.00501341 101.461
951 0.00494105 0.00502846 101.567
952 0.0049639 0.00511275 101.672
953 0.00505068 0.00503052 101.777
954 0.00495607 0.00500037 101.882
955 0.0049443 0.00499154 101.988
956 0.00491373 0.0049938 102.093
957 0.00493047 0.00525742 102.198
958 0.00519792 0.00523297 102.304
959 0.00526595 0.0078885 102.412
960 0.00785963 0.00617311 102.518
961 0.00611665 0.00503495 102.624
962 0.00496265 0.00496777 102.729
963 0.00491603 0.00608689
