TimeStep Temps_Avancement Temps_Affichage Temps_Simulation
0 0.180404 0.0254096 0.0255184
1 0.0280762 0.006653 0.134929
2 0.00652522 0.0058617 0.240977
3 0.00563229 0.00595004 0.34714
4 0.00580099 0.00557067 0.452966
5 0.00567154 0.00606636 0.559246
6 0.00588226 0.00554062 0.665019
7 0.00527663 0.00551696 0.77076
8 0.00537237 0.00564678 0.876639
9 0.00544362 0.00542372 0.982281
10 0.00520787 0.00548546 1.08801
11 0.00523247 0.00556535 1.1938
12 0.00613713 0.00547514 1.30011
13 0.00510786 0.00554912 1.40589
14 0.0053178 0.00557414 1.51174
15 0.00534099 0.00564618 1.61763
16 0.00526395 0.00558595 1.72347
17 0.00522285 0.00555135 1.82929
18 0.00531009 0.00562577 1.9352
19 0.00555237 0.00562209 2.0411
20 0.00513399 0.00555697 2.1469
21 0.00524062 0.00563359 2.25279
22 0.00536017 0.0055927 2.35865
23 0.00522865 0.00611329 2.46502
24 0.00571759 0.00609823 2.57138
25 0.00573958 0.00554564 2.6772
26 0.0051821 0.00554932 2.78302
27 0.00513566 0.00542566 2.88869
28 0.00503661 0.00561076 2.99455
29 0.00519877 0.00566204 3.10047
30 0.00518976 0.005642 3.20637
31 0.00517597 0.00556173 3.31223
32 0.00510308 0.00535206 3.41785
33 0.00495255 0.00555115 3.52366
34 0.00506166 0.00554607 3.62946
35 0.00490412 0.00550727 3.73523
36 0.00524508 0.00562675 3.84112
37 0.00516807 0.00565257 3.94706
38 0.00516382 0.00555316 4.05288
39 0.00502711 0.00616399 4.1593
40 0.00562953 0.0056578 4.26522
41 0.00488627 0.00559477 4.37109
42 0.00503056 0.00555127 4.47691
43 0.00504403 0.0055826 4.58276
44 0.00495051 0.00556897 4.6886
45 0.00516923 0.00561847 4.79448
46 0.0049837 0.00561571 4.90038
47 0.00526272 0.00566101 5.00633
48 0.00526826 0.00604797 5.11265
49 0.00538738 0.00565945 5.21857
50 0.0045628 0.00566795 5.3245
51 0.00509575 0.0056755 5.43044
52 0.00548717 0.0057438 5.53644
53 0.00530678 0.00552221 5.64223
54 0.00478189 0.00562959 5.74813
55 0.00488914 0.00606927 5.85446
56 0.00530195 0.00568189 5.9604
57 0.00475219 0.00566534 6.06633
58 0.00483868 0.00561023 6.1722
59 0.00480669 0.00559652 6.27807
60 0.00473705 0.00560199 6.38394
61 0.00473044 0.00555844 6.48975
62 0.0046312 0.00565085 6.59566
63 0.00474343 0.00566184 6.70159
64 0.00474346 0.0055544 6.80741
65 0.00494816 0.00552512 6.91324
66 0.00465465 0.00563789 7.01918
67 0.00469797 0.00611011 7.12557
68 0.00509922 0.00556168 7.23139
69 0.00453458 0.00566004 7.33731
70 0.00465406 0.00551909 7.44309
71 0.00433935 0.00552181 7.54889
72 0.00463512 0.00560784 7.65476
73 0.00449691 0.00559069 7.76062
74 0.00507942 0.00561518 7.8665
75 0.00446008 0.00556452 7.97233
76 0.00443024 0.00559925 8.07819
77 0.00465121 0.00554425 8.18402
78 0.00438477 0.00555366 8.28983
